arch/x86/mm/highmem_32;6672;26650;11801;112;0;0;1066;10903;0;0;0;0;0;1
arch/x86/mm/hugetlbpage;9124;32798;12827;125;0;0;997;9614;1959;83;0;0;0;0
arch/x86/mm/init;5621;20822;10053;189;0;0;973;9446;1903;75;0;0;0;0
arch/x86/mm/iomap_32;5604;17760;6550;120;0;0;1163;10028;2104;99;0;0;0;4
arch/x86/mm/ioremap;5540;21628;8194;157;0;0;1220;9684;2135;97;0;0;0;0
arch/x86/mm/kmemcheck/error;6209;25595;17573;153;0;0;1022;7720;5065;65;0;0;0;12
arch/x86/mm/kmemcheck/kmemcheck;6644;28589;17061;132;0;0;999;10375;0;0;0;0;0;1
arch/x86/mm/kmemcheck/opcode;643;856;415;10;0;0;716;902;417;10;0;0;0;0
arch/x86/mm/kmemcheck/pte;4412;19566;12487;489;0;0;876;7167;1513;117;0;0;0;0
arch/x86/mm/kmemcheck/selftest;958;1604;438;16;0;0;732;1779;475;29;0;0;0;0
arch/x86/mm/kmemcheck/shadow;4920;16831;9223;109;0;0;1008;7408;1624;124;0;0;0;10
arch/x86/mm/kmmio;5188;19899;7631;124;0;0;1159;10310;2544;111;0;0;0;0
arch/x86/mm/memtest;4713;19466;10318;421;0;0;935;7158;1656;69;0;0;0;0
arch/x86/mm/mmap;5076;22805;9581;198;0;0;964;8131;1675;179;0;0;0;0
arch/x86/mm/mmio-mod;4983;18868;7410;106;0;0;999;8119;1902;85;0;0;0;0
arch/x86/mm/numa;4238;14783;8071;92;0;0;1536;7996;1810;88;0;0;0;0
arch/x86/mm/pageattr;6731;30732;10366;117;0;0;935;9984;2277;102;0;0;0;0
arch/x86/mm/pat;5370;21695;9041;143;0;0;1320;9246;2179;127;0;0;0;0
arch/x86/mm/pf_in;4869;16496;7241;95;0;0;1552;8631;2211;118;0;0;0;0
arch/x86/mm/pgtable;7104;34813;13031;119;0;0;1093;9615;2186;97;0;0;0;0
arch/x86/mm/pgtable_32;4361;15786;6413;92;0;0;1120;9602;2082;90;0;0;1;3
arch/x86/mm/physaddr;4729;17076;8338;95;0;0;1464;8551;1819;137;0;0;0;0
arch/x86/mm/setup_nx;3851;14051;8224;116;0;0;923;5318;1163;129;0;0;0;0
arch/x86/mm/testmmiotrace;4507;15246;7648;95;0;0;948;6620;1516;94;0;0;0;0
arch/x86/mm/tlb;6617;27442;8074;132;0;0;1407;9273;2547;252;0;0;0;0
arch/x86/oprofile/backtrace;4864;15950;8063;102;0;0;929;8035;1754;99;0;0;0;0
arch/x86/oprofile/init;3023;7585;5712;64;0;0;931;4636;1034;100;0;0;0;0
arch/x86/oprofile/nmi_int;4571;17619;11553;119;0;0;940;6796;1770;151;0;0;0;0
arch/x86/oprofile/nmi_timer_int;4007;13171;8200;149;0;0;1135;7165;1585;115;0;0;0;0
arch/x86/oprofile/op_model_amd;4991;18635;10400;135;0;0;925;8177;1835;97;0;0;0;0
arch/x86/oprofile/op_model_p4;4310;15492;7969;109;0;0;977;7480;1804;83;0;0;0;0
arch/x86/oprofile/op_model_ppro;4267;16136;8423;113;0;0;985;7804;1795;102;0;0;0;0
arch/x86/pci/acpi;5920;21990;7838;391;0;0;1408;8741;2084;90;0;0;0;0
arch/x86/pci/amd_bus;4910;19171;8602;103;0;0;914;8238;1883;78;0;0;0;0
arch/x86/pci/common;4988;18476;7699;103;0;0;1245;10364;2468;96;0;0;0;0
arch/x86/pci/direct;5056;19723;9602;104;0;0;947;8042;1804;113;0;0;0;0
arch/x86/pci/early;4984;18554;8008;113;0;0;943;8351;1657;133;0;0;0;0
arch/x86/pci/fixup;4983;18646;8431;107;0;0;965;8440;1698;93;0;0;0;0
arch/x86/pci/i386;4808;18870;8170;120;0;0;1730;8987;2275;149;0;0;0;0
arch/x86/pci/init;5173;18949;8175;109;0;0;989;7954;1731;89;0;0;0;0
